"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"112855987-112895987",1,0,2.20047837175745,0,1,NA
"112855987-112900987",0,NA,NA,NA,NA,NA
"112855987-112905987",1.5,0.584962500721156,2.36083059881389,0.247778261182758,0.804305975597783,NA
"112855987-112910987",0,NA,NA,NA,NA,NA
"112855987-112915987",1.5,0.584962500721156,2.59560782631777,0.225366287923013,0.821694335406535,NA
"112855987-112920987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-112925987",1,0,2.20047837175745,0,1,NA
"112855987-112930987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-112935987",1.5,0.584962500721156,2.59560782631777,0.225366287923013,0.821694335406535,NA
"112855987-112940987",2,1,2.78967616960906,0.358464545417161,0.719995696030497,NA
"112855987-112945987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-112950987",0,NA,NA,NA,NA,NA
"112855987-112955987",0,NA,NA,NA,NA,NA
"112855987-112960987",0,NA,NA,NA,NA,NA
"112855987-112965987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-112970987",0,NA,NA,NA,NA,NA
"112855987-112975987",0,NA,NA,NA,NA,NA
"112855987-112980987",0,NA,NA,NA,NA,NA
"112855987-112985987",0,NA,NA,NA,NA,NA
"112855987-112990987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-112995987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-113000987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-113005987",0,NA,NA,NA,NA,NA
"112855987-113010987",0,NA,NA,NA,NA,NA
"112855987-113015987",1,0,2.37315904673056,0,1,NA
"112855987-113020987",0,NA,NA,NA,NA,NA
"112855987-113025987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-113030987",1,0,2.20047837175745,0,1,NA
"112855987-113035987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-113040987",0.5,-1,2.30484172213719,-0.43386927197445,0.664383374684624,NA
"112855987-113045987",0,NA,NA,NA,NA,NA
"112855987-113050987",0,NA,NA,NA,NA,NA
