"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"113175987-113175987",114.5,6.83920378809694,0.190613543939494,35.8799466540944,6.27745784349116e-282,8.24230214850389e-279
"112925987-112925987",110.5,6.78790255939143,0.192463713163097,35.2684796933085,1.78734634075765e-272,1.1733928727074e-269
"113030987-113030987",102.5,6.67948009950545,0.197941805676949,33.7446658964337,1.28012783216261e-249,5.60269281209834e-247
"113190987-113190987",103,6.68650052718322,0.198261085868869,33.7257334079453,2.42592148902995e-249,7.96308728774082e-247
"113195987-113195987",101.5,6.66533591718518,0.197946893070854,33.6723442019338,1.4686928636711e-248,3.85678746000031e-246
"113165987-113165987",102.5,6.67948009950545,0.202991574603787,32.9052085661335,1.85141069653995e-237,4.05150374092825e-235
"113090987-113090987",95,6.56985560833095,0.201886856728691,32.5422650824662,2.69381955556107e-232,5.05283582350241e-230
"112760987-112760987",95,6.56985560833095,0.202074015128108,32.5121248477489,7.18691678393189e-232,1.17955271716282e-229
"112885987-112885987",96.5,6.59245703726808,0.204014215643419,32.3137141030923,4.48926162195383e-229,6.54933389958376e-227
"113060987-113060987",92,6.52356195605701,0.203902339444964,31.9935611029014,1.34015356417376e-224,1.75962162976015e-222
"112750987-112750987",92,6.52356195605701,0.204489894350144,31.9016349281635,2.53423391459932e-223,3.02495375442628e-221
"112795987-112795987",91.5,6.51569983828404,0.204476711853858,31.8652416659599,8.09602281458968e-223,8.85839829629687e-221
"112810987-112810987",93.5,6.54689445988764,0.205545051468525,31.8513844683348,1.2594673432613e-222,1.27206201669391e-220
"113075987-113075987",91.5,6.51569983828404,0.205029182931514,31.7793776725945,1.24768054324182e-221,1.17014610948322e-219
"113065987-113065987",90.5,6.49984588708321,0.205064813120172,31.6965440739663,1.73373050527938e-220,1.51759210228788e-218
"113115987-113115987",92.5,6.53138146051631,0.206999472790261,31.5526478037659,1.64922875273977e-218,1.35339834521708e-216
"112835987-112835987",89.5,6.48381577726426,0.205744597837955,31.513905324362,5.6024905347104e-218,4.32710004239691e-216
"112880987-112880987",89.5,6.48381577726426,0.205826096756008,31.5014270758404,8.30424617224849e-218,6.0574862356457e-216
"113160987-113160987",93.5,6.54689445988764,0.207853569337137,31.4976282618877,9.36096303375874e-218,6.46891813859222e-216
"113145987-113145987",90,6.49185309632967,0.207330723997828,31.3115826306462,3.24590679168767e-215,2.13093780874295e-213
"112745987-112745987",91.5,6.51569983828404,0.208600776368351,31.2352616884729,3.53977151777187e-214,2.21320000134974e-212
"112855987-112855987",87.5,6.45121111183233,0.207564549921355,31.0805053862842,4.41817850834486e-212,2.63684926429855e-210
"112790987-112790987",90.5,6.49984588708321,0.209414852331827,31.0381322752787,1.64968412615868e-211,9.41754459846235e-210
"113125987-113125987",92,6.52356195605701,0.210441385644749,30.9994250231254,5.48754403158057e-211,3.00214388061054e-209
"112800987-112800987",86.5,6.43462822763672,0.208206168021907,30.9050797522948,1.02076363959648e-209,5.15485637996223e-208
"112970987-112970987",86.5,6.43462822763672,0.208206168021907,30.9050797522948,1.02076363959648e-209,5.15485637996223e-208
"113180987-113180987",86,6.4262647547021,0.208563644962432,30.812008276225,1.80945542559648e-208,8.79931471780805e-207
"112755987-112755987",86,6.4262647547021,0.208692992622379,30.7929110314219,3.26052013598758e-208,1.52895104948275e-206
"112950987-112950987",86,6.4262647547021,0.20921017875637,30.7167882217893,3.39708308492795e-207,1.53805865190014e-205
"112965987-112965987",85.5,6.4178525148859,0.20894634043106,30.7153142842595,3.55458589994539e-207,1.55572376220943e-205
"113040987-113040987",86.5,6.43462822763672,0.20991486261426,30.6535142271513,2.37254170917981e-206,1.00488621424293e-204
"113070987-113070987",85,6.4093909361377,0.209354851885623,30.6149624831211,7.73860108158401e-206,3.17524475628744e-204
"112845987-112845987",85,6.4093909361377,0.209398692509004,30.608552801074,9.41817664354118e-206,3.74729270696048e-204
"112900987-112900987",88,6.4594316186373,0.211097084289262,30.5993407743429,1.24892247421105e-205,4.82304473129148e-204
"113135987-113135987",85.5,6.4178525148859,0.209815463512226,30.5880815810886,1.76316220863286e-205,6.61437708552841e-204
"113185987-113185987",86,6.4262647547021,0.210630730230562,30.5096257686034,1.94220064587788e-204,7.08363735566017e-203
"113105987-113105987",84.5,6.40087943628218,0.209878205268784,30.4980663813319,2.76435018289094e-204,9.80970754090757e-203
"112870987-112870987",84.5,6.40087943628218,0.210055006828187,30.4723964114683,6.05086239823103e-204,2.09073219180983e-202
"113155987-113155987",86,6.4262647547021,0.211275599744068,30.4165022486585,3.32381999042105e-203,1.11901939677509e-201
"112910987-112910987",84,6.39231742277876,0.210251787252681,30.4031537914893,4.99020512288636e-203,1.63803483158745e-201
"112840987-112840987",89,6.4757334309664,0.213037752330991,30.39711675565,5.99665539863336e-203,1.92039232644039e-201
"112915987-112915987",85,6.4093909361377,0.210931718957484,30.3860935084381,8.38612020455403e-203,2.62166091156653e-201
"112740987-112740987",84.5,6.40087943628218,0.210673538567125,30.3829302902355,9.23309863556716e-203,2.69401300188882e-201
"112940987-112940987",84,6.39231742277876,0.210385519332333,30.383827951016,8.98441362941264e-203,2.69401300188882e-201
"113095987-113095987",84.5,6.40087943628218,0.210673538567125,30.3829302902355,9.23309863556716e-203,2.69401300188882e-201
"112860987-112860987",86.5,6.43462822763672,0.211996217120056,30.3525615459105,2.32434388686336e-202,6.63448592054694e-201
"112890987-112890987",83.5,6.38370429247405,0.210921292229906,30.2658125454482,3.23167418971894e-201,9.02806002361907e-200
"112850987-112850987",85.5,6.4178525148859,0.212070919695315,30.2627655130959,3.5442162796276e-201,9.69490828156466e-200
"113085987-113085987",86,6.4262647547021,0.212853488533834,30.1910238773494,3.10690515870568e-200,8.32523770077665e-199
"112825987-112825987",84.5,6.40087943628218,0.212967143968814,30.0557133696619,1.8384949228665e-198,4.82788766744744e-197
"113045987-113045987",83,6.37503943134692,0.212211164360841,30.0410181082975,2.86052113872295e-198,7.36443971596712e-197
"112780987-112780987",82.5,6.36632221424582,0.212446552153257,29.9667005640703,2.66633090988564e-197,6.73248554746125e-196
"112905987-112905987",83.5,6.38370429247405,0.213883232246047,29.8466795430245,9.69445413947732e-196,2.40166382738372e-194
"112985987-112985987",81.5,6.34872815423108,0.21299075658589,29.8075290026538,3.12060155502433e-195,7.58768489212398e-194
"112995987-112995987",81,6.33985000288462,0.212878452350074,29.7815487330717,6.77314798058722e-195,1.61693514518382e-193
"113035987-113035987",81,6.33985000288462,0.213066192526421,29.7553071545992,1.48057564128643e-194,3.47142110180193e-193
"113050987-113050987",80.5,6.33091687811462,0.213352991398723,29.6734385424348,1.69091417372217e-193,3.8950356317495e-192
"113080987-113080987",80.5,6.33091687811462,0.213637069326931,29.6339811160129,5.45567300280902e-193,1.2350514918428e-191
"112955987-112955987",79.5,6.31288295528436,0.214390758289112,29.4456860251935,1.4297021316327e-190,3.18169304887074e-189
"112820987-112820987",83.5,6.38370429247405,0.217647443930994,29.3304813379662,4.23946513371276e-189,9.27736286760809e-188
"112770987-112770987",81,6.33985000288462,0.216674249116676,29.2598221926718,3.3676958695096e-188,7.24882733879688e-187
"113055987-113055987",78.5,6.29462074889163,0.215551758535284,29.2023632359337,1.80975756926121e-187,3.83259949748382e-186
"112875987-112875987",87.5,6.45121111183233,0.222209084640885,29.0321663592567,2.58447338256994e-185,5.38637071637195e-184
"112815987-112815987",77.5,6.27612440527424,0.21654254593963,28.9833315575036,1.06737661336858e-184,2.18978983336397e-183
"113025987-113025987",78,6.28540221886225,0.216972266583323,28.9686894912374,1.63227812421219e-184,3.29720181090862e-183
"112935987-112935987",77.5,6.27612440527424,0.217241847246622,28.8900342398088,1.59289037976812e-183,3.1688864676296e-182
"112765987-112765987",76.5,6.25738784269265,0.217353119636865,28.7890408619253,2.94191572273391e-182,5.6804931528671e-181
"113000987-113000987",76.5,6.25738784269265,0.217353119636865,28.7890408619253,2.94191572273391e-182,5.6804931528671e-181
"113010987-113010987",75,6.22881869049588,0.219267463013943,28.407400737335,1.63832881857228e-177,3.1175735344716e-176
"113020987-113020987",75.5,6.23840473932508,0.220460777822531,28.2971184305035,3.74988177281122e-176,7.03370681100162e-175
"112895987-112895987",78,6.28540221886225,0.222853594862307,28.2041769294579,5.1969843212004e-175,9.47727835241129e-174
"113015987-113015987",78,6.28540221886225,0.222853594862307,28.2041769294579,5.1969843212004e-175,9.47727835241129e-174
"112960987-112960987",75,6.22881869049588,0.222144227935602,28.0395252596956,5.3605056702673e-173,9.64156704802872e-172
"112980987-112980987",73.5,6.19967234483636,0.221501837453981,27.9892592138176,2.19555682884647e-172,3.89562988685867e-171
"113120987-113120987",72.5,6.17990909001493,0.22219376643914,27.81315240771,3.00763320247329e-170,5.26536319312991e-169
"113130987-113130987",74,6.20945336562895,0.223278942939195,27.8102954263804,3.25669701388836e-170,5.62637260425713e-169
"113100987-113100987",72.5,6.17990909001493,0.224609400327252,27.5140269330265,1.19301351528344e-166,2.03432044878851e-165
"112990987-112990987",73.5,6.19967234483636,0.226362511379643,27.3882468746718,3.78585922592584e-165,6.2921938780261e-164
"113140987-113140987",73.5,6.19967234483636,0.226362511379643,27.3882468746718,3.78585922592584e-165,6.2921938780261e-164
"112945987-112945987",69.5,6.11894107272351,0.225385956282591,27.1487237876149,2.62140344996723e-162,4.30237841225872e-161
"112830987-112830987",70.5,6.13955135239879,0.227039210591626,27.0418106916429,4.76786590808645e-161,7.72865177446606e-160
"112975987-112975987",75,6.22881869049588,0.230514178099097,27.0214124869063,8.2816954159078e-161,1.32608122940085e-159
"113005987-113005987",67,6.06608919045777,0.231162891235991,26.2416219057625,8.90834918811769e-152,1.40923644385524e-150
"112865987-112865987",63,5.97727992349992,0.239082615668193,25.0008973123976,5.97756333154693e-138,9.34350077895372e-137
"112785987-112785987",76.5,6.25738784269265,0.254242852768993,24.6118534878861,9.43166619853385e-134,1.45691502572646e-132
"112775987-112775987",81.5,6.34872815423108,0.274052101672986,23.1661356197397,9.9978358558769e-119,1.52641377660074e-117
"113185987-113190987",54,5.75488750216347,0.248594267035348,23.1497193028396,1.46324665650211e-118,2.18323052271281e-117
"113190987-113185987",54,5.75488750216347,0.248594267035348,23.1497193028396,1.46324665650211e-118,2.18323052271281e-117
"112920987-112920987",82,6.35755200461808,0.281045454815867,22.6210810232935,2.68812466981901e-113,3.96573897918243e-112
"113170987-113170987",91.5,6.51569983828404,0.291166554983126,22.377913008112,6.45979236733891e-111,9.42411930923998e-110
"112910987-112915987",50.5,5.65821148275179,0.260786128388186,21.6967501980375,2.20185049808567e-104,3.14242359128966e-103
"112915987-112910987",50.5,5.65821148275179,0.260786128388186,21.6967501980375,2.20185049808567e-104,3.14242359128966e-103
"112760987-112765987",49,5.61470984411521,0.259714543977673,21.6187732813219,1.19614485013783e-103,1.6707853066287e-102
"112765987-112760987",49,5.61470984411521,0.259714543977673,21.6187732813219,1.19614485013783e-103,1.6707853066287e-102
"112995987-113000987",47,5.55458885167764,0.263523753743575,21.0781334614814,1.26265697301362e-98,1.69170265874172e-97
"113000987-112995987",47,5.55458885167764,0.263523753743575,21.0781334614814,1.26265697301362e-98,1.69170265874172e-97
"113000987-113005987",47,5.55458885167764,0.263523753743575,21.0781334614814,1.26265697301362e-98,1.69170265874172e-97
"113005987-113000987",47,5.55458885167764,0.263523753743575,21.0781334614814,1.26265697301362e-98,1.69170265874172e-97
"112940987-112945987",47.5,5.56985560833095,0.265373486578573,20.9887418677065,8.3116796063483e-98,1.09132353231353e-96
"112945987-112940987",47.5,5.56985560833095,0.265373486578573,20.9887418677065,8.3116796063483e-98,1.09132353231353e-96
"113135987-113140987",47,5.55458885167764,0.265160705590135,20.9480090170807,1.95641196753076e-97,2.51840089545872e-96
"113140987-113135987",47,5.55458885167764,0.265160705590135,20.9480090170807,1.95641196753076e-97,2.51840089545872e-96
"113040987-113045987",46.5,5.53915881110803,0.265396865836482,20.8712291821896,9.77868142018826e-97,1.23455852929877e-95
"113045987-113040987",46.5,5.53915881110803,0.265396865836482,20.8712291821896,9.77868142018826e-97,1.23455852929877e-95
"112750987-112755987",46,5.52356195605701,0.266101067066376,20.7573837149598,1.05136943182167e-95,1.30230949432251e-94
"112755987-112750987",46,5.52356195605701,0.266101067066376,20.7573837149598,1.05136943182167e-95,1.30230949432251e-94
"112885987-112890987",45.5,5.5077946401987,0.269440542643269,20.4415957085228,7.13672444063619e-93,8.67640665792159e-92
"112890987-112885987",45.5,5.5077946401987,0.269440542643269,20.4415957085228,7.13672444063619e-93,8.67640665792159e-92
"112980987-112985987",46,5.52356195605701,0.271216810500562,20.365853967026,3.35944910023024e-92,3.93835416839491e-91
"112985987-112980987",46,5.52356195605701,0.271216810500562,20.365853967026,3.35944910023024e-92,3.93835416839491e-91
"113145987-113150987",46,5.52356195605701,0.271216810500562,20.365853967026,3.35944910023024e-92,3.93835416839491e-91
"113150987-113145987",46,5.52356195605701,0.271216810500562,20.365853967026,3.35944910023024e-92,3.93835416839491e-91
"113060987-113065987",44.5,5.4757334309664,0.269914456419596,20.2869216551117,1.67776972376251e-91,1.93237863798261e-90
"113065987-113060987",44.5,5.4757334309664,0.269914456419596,20.2869216551117,1.67776972376251e-91,1.93237863798261e-90
"112895987-112900987",44.5,5.4757334309664,0.271243672251154,20.1875066265001,1.26068129998887e-90,1.40277503973338e-89
"112900987-112895987",44.5,5.4757334309664,0.271243672251154,20.1875066265001,1.26068129998887e-90,1.40277503973338e-89
"113020987-113025987",44.5,5.4757334309664,0.271243672251154,20.1875066265001,1.26068129998887e-90,1.40277503973338e-89
"113025987-113020987",44.5,5.4757334309664,0.271243672251154,20.1875066265001,1.26068129998887e-90,1.40277503973338e-89
"113035987-113040987",45,5.49185309632967,0.273955235327304,20.0465345725858,2.16404320516179e-89,2.36782394031452e-88
"113040987-113035987",45,5.49185309632967,0.273955235327304,20.0465345725858,2.16404320516179e-89,2.36782394031452e-88
"112955987-112960987",44.5,5.4757334309664,0.273243654913157,20.0397459648485,2.48030212539098e-89,2.66937433658881e-88
"112960987-112955987",44.5,5.4757334309664,0.273243654913157,20.0397459648485,2.48030212539098e-89,2.66937433658881e-88
"113025987-113030987",43,5.4262647547021,0.274482145751751,19.7690991515701,5.49483445158547e-87,5.81832067333203e-86
"113030987-113025987",43,5.4262647547021,0.274482145751751,19.7690991515701,5.49483445158547e-87,5.81832067333203e-86
"113150987-113155987",43.5,5.44294349584873,0.276083010664271,19.7148802555894,1.60696083333002e-86,1.67455521758914e-85
"113155987-113150987",43.5,5.44294349584873,0.276083010664271,19.7148802555894,1.60696083333002e-86,1.67455521758914e-85
"112900987-112905987",44.5,5.4757334309664,0.277946552762952,19.7006704221887,2.12783765588758e-86,2.18269597045343e-85
"112905987-112900987",44.5,5.4757334309664,0.277946552762952,19.7006704221887,2.12783765588758e-86,2.18269597045343e-85
"112920987-112925987",42,5.39231742277876,0.276914261920684,19.4728772197485,1.86496120359203e-84,1.88361081562795e-83
"112925987-112920987",42,5.39231742277876,0.276914261920684,19.4728772197485,1.86496120359203e-84,1.88361081562795e-83
"112945987-112950987",42.5,5.4093909361377,0.277852060628174,19.4686011106343,2.0273260931769e-84,2.01657512147066e-83
"112950987-112945987",42.5,5.4093909361377,0.277852060628174,19.4686011106343,2.0273260931769e-84,2.01657512147066e-83
"113150987-113150987",83,6.37503943134692,0.329623274621203,19.3403801314485,2.45657623482372e-83,2.42517638821319e-82
"112770987-112775987",42,5.39231742277876,0.278844184180763,19.3381025271201,2.56750059722799e-83,2.497132062341e-82
"112775987-112770987",42,5.39231742277876,0.278844184180763,19.3381025271201,2.56750059722799e-83,2.497132062341e-82
"112930987-112935987",41.5,5.37503943134692,0.278439830363028,19.3041326894179,4.95807222545056e-83,4.75178746862525e-82
"112935987-112930987",41.5,5.37503943134692,0.278439830363028,19.3041326894179,4.95807222545056e-83,4.75178746862525e-82
"112815987-112820987",41,5.35755200461808,0.27993630422057,19.1384680151979,1.20769078860769e-81,1.14078993197259e-80
"112820987-112815987",41,5.35755200461808,0.27993630422057,19.1384680151979,1.20769078860769e-81,1.14078993197259e-80
"113140987-113145987",41,5.35755200461808,0.280061033844264,19.1299443948968,1.42225817092028e-81,1.32441487831087e-80
"113145987-113140987",41,5.35755200461808,0.280061033844264,19.1299443948968,1.42225817092028e-81,1.32441487831087e-80
"112735987-112740987",41,5.35755200461808,0.280435424112754,19.1044053067418,2.32056292121462e-81,2.13069868220615e-80
"112740987-112735987",41,5.35755200461808,0.280435424112754,19.1044053067418,2.32056292121462e-81,2.13069868220615e-80
"113055987-113060987",40.5,5.33985000288462,0.282291001658305,18.9161183725869,8.40191048391189e-80,7.6080748037078e-79
"113060987-113055987",40.5,5.33985000288462,0.282291001658305,18.9161183725869,8.40191048391189e-80,7.6080748037078e-79
"112735987-112735987",78,6.28540221886225,0.332346349975843,18.9122047506136,9.04930329545337e-80,8.08281307954441e-79
"112930987-112930987",78,6.28540221886225,0.332346349975843,18.9122047506136,9.04930329545337e-80,8.08281307954441e-79
"113155987-113160987",41.5,5.37503943134692,0.285324694145906,18.8383253942903,3.663751160022e-79,3.22852702893214e-78
"113160987-113155987",41.5,5.37503943134692,0.285324694145906,18.8383253942903,3.663751160022e-79,3.22852702893214e-78
"112745987-112750987",41,5.35755200461808,0.284447188593905,18.834962057814,3.90406790032677e-79,3.39472924048282e-78
"112750987-112745987",41,5.35755200461808,0.284447188593905,18.834962057814,3.90406790032677e-79,3.39472924048282e-78
"112785987-112790987",40,5.32192809488736,0.283091459146454,18.7993241157238,7.6484780153859e-79,6.5636938785632e-78
"112790987-112785987",40,5.32192809488736,0.283091459146454,18.7993241157238,7.6484780153859e-79,6.5636938785632e-78
"112775987-112780987",40,5.32192809488736,0.283609057278106,18.7650145801539,1.45957542095517e-78,1.23640163078332e-77
"112780987-112775987",40,5.32192809488736,0.283609057278106,18.7650145801539,1.45957542095517e-78,1.23640163078332e-77
"113085987-113090987",40,5.32192809488736,0.284256884884626,18.7222487048904,3.26089668270349e-78,2.72710658878324e-77
"113090987-113085987",40,5.32192809488736,0.284256884884626,18.7222487048904,3.26089668270349e-78,2.72710658878324e-77
"112805987-112810987",39.5,5.3037807481771,0.286338655972022,18.522754918202,1.35331499707977e-76,1.11754879947531e-75
"112810987-112805987",39.5,5.3037807481771,0.286338655972022,18.522754918202,1.35331499707977e-76,1.11754879947531e-75
"112845987-112850987",40,5.32192809488736,0.287770675682502,18.4936428364892,2.32317134409377e-76,1.89461116446902e-75
"112850987-112845987",40,5.32192809488736,0.287770675682502,18.4936428364892,2.32317134409377e-76,1.89461116446902e-75
"112840987-112845987",39.5,5.3037807481771,0.287397610444215,18.4545053801225,4.79736952197626e-76,3.72718709015078e-75
"112845987-112840987",39.5,5.3037807481771,0.287397610444215,18.4545053801225,4.79736952197626e-76,3.72718709015078e-75
"112890987-112895987",39.5,5.3037807481771,0.287397610444215,18.4545053801225,4.79736952197626e-76,3.72718709015078e-75
"112895987-112890987",39.5,5.3037807481771,0.287397610444215,18.4545053801225,4.79736952197626e-76,3.72718709015078e-75
"112960987-112965987",39,5.28540221886225,0.286389186454788,18.4553134994035,4.726147780187e-76,3.72718709015078e-75
"112965987-112960987",39,5.28540221886225,0.286389186454788,18.4553134994035,4.726147780187e-76,3.72718709015078e-75
"113030987-113035987",39,5.28540221886225,0.286389186454788,18.4553134994035,4.726147780187e-76,3.72718709015078e-75
"113035987-113030987",39,5.28540221886225,0.286389186454788,18.4553134994035,4.726147780187e-76,3.72718709015078e-75
"112990987-112995987",39.5,5.3037807481771,0.288724676795556,18.3696828654957,2.29750302993066e-75,1.74371183716703e-74
"112995987-112990987",39.5,5.3037807481771,0.288724676795556,18.3696828654957,2.29750302993066e-75,1.74371183716703e-74
"113065987-113070987",39.5,5.3037807481771,0.288724676795556,18.3696828654957,2.29750302993066e-75,1.74371183716703e-74
"113070987-113065987",39.5,5.3037807481771,0.288724676795556,18.3696828654957,2.29750302993066e-75,1.74371183716703e-74
"113100987-113105987",39,5.28540221886225,0.28854229711178,18.3175994360879,5.98972392682865e-75,4.49400429481487e-74
"113105987-113100987",39,5.28540221886225,0.28854229711178,18.3175994360879,5.98972392682865e-75,4.49400429481487e-74
"112795987-112800987",38.5,5.2667865406949,0.288128935478583,18.2792697718705,1.21035711345435e-74,8.9785248020653e-74
"112800987-112795987",38.5,5.2667865406949,0.288128935478583,18.2792697718705,1.21035711345435e-74,8.9785248020653e-74
"112810987-112815987",41.5,5.37503943134692,0.295231125575101,18.2062085116416,4.60772481921879e-74,3.37985625007501e-73
"112815987-112810987",41.5,5.37503943134692,0.295231125575101,18.2062085116416,4.60772481921879e-74,3.37985625007501e-73
"112870987-112875987",38,5.24792751344359,0.289979416171213,18.097586314006,3.32941429334685e-73,2.41520495423449e-72
"112875987-112870987",38,5.24792751344359,0.289979416171213,18.097586314006,3.32941429334685e-73,2.41520495423449e-72
"112825987-112830987",38,5.24792751344359,0.290398248331975,18.0714847406528,5.34555752223091e-73,3.83536449545857e-72
"112830987-112825987",38,5.24792751344359,0.290398248331975,18.0714847406528,5.34555752223091e-73,3.83536449545857e-72
"113075987-113080987",38,5.24792751344359,0.292077628931161,17.9675777725533,3.49651583776478e-72,2.48158124053252e-71
"113080987-113075987",38,5.24792751344359,0.292077628931161,17.9675777725533,3.49651583776478e-72,2.48158124053252e-71
"112965987-112970987",38.5,5.2667865406949,0.29394396004813,17.9176552558948,8.58720145571451e-72,5.96560609066304e-71
"112970987-112965987",38.5,5.2667865406949,0.29394396004813,17.9176552558948,8.58720145571451e-72,5.96560609066304e-71
"113095987-113100987",38.5,5.2667865406949,0.29394396004813,17.9176552558948,8.58720145571451e-72,5.96560609066304e-71
"113100987-113095987",38.5,5.2667865406949,0.29394396004813,17.9176552558948,8.58720145571451e-72,5.96560609066304e-71
"112905987-112910987",37.5,5.22881869049588,0.292516221826982,17.8753118642037,1.83645499789295e-71,1.2493603172194e-70
"112910987-112905987",37.5,5.22881869049588,0.292516221826982,17.8753118642037,1.83645499789295e-71,1.2493603172194e-70
"113180987-113185987",37.5,5.22881869049588,0.292516221826982,17.8753118642037,1.83645499789295e-71,1.2493603172194e-70
"113185987-113180987",37.5,5.22881869049588,0.292516221826982,17.8753118642037,1.83645499789295e-71,1.2493603172194e-70
"113050987-113055987",44.5,5.4757334309664,0.307640507206247,17.7991301623209,7.17750225250663e-71,4.83285151668779e-70
"113055987-113050987",44.5,5.4757334309664,0.307640507206247,17.7991301623209,7.17750225250663e-71,4.83285151668779e-70
"113110987-113110987",72.5,6.17990909001493,0.347570609158847,17.7802982391719,1.00444272271535e-70,6.72874130063908e-70
"113015987-113020987",37.5,5.22881869049588,0.294516649257554,17.7538984762905,1.60794453626823e-70,1.06627837177787e-69
"113020987-113015987",37.5,5.22881869049588,0.294516649257554,17.7538984762905,1.60794453626823e-70,1.06627837177787e-69
"112860987-112865987",37,5.20945336562895,0.293600220025606,17.7433564769625,1.93993204787781e-70,1.27356538943178e-69
"112865987-112860987",37,5.20945336562895,0.293600220025606,17.7433564769625,1.93993204787781e-70,1.27356538943178e-69
"113105987-113110987",40.5,5.33985000288462,0.302379934241265,17.6594059267968,8.61415210364706e-70,5.59919886737059e-69
"113110987-113105987",40.5,5.33985000288462,0.302379934241265,17.6594059267968,8.61415210364706e-70,5.59919886737059e-69
"113120987-113125987",37,5.20945336562895,0.297098629271103,17.5344241015509,7.82382270156452e-69,5.0356270623305e-68
"113125987-113120987",37,5.20945336562895,0.297098629271103,17.5344241015509,7.82382270156452e-69,5.0356270623305e-68
"113005987-113010987",37,5.20945336562895,0.298711465854852,17.4397502644251,4.11869728477658e-68,2.62516967714158e-67
"113010987-113005987",37,5.20945336562895,0.298711465854852,17.4397502644251,4.11869728477658e-68,2.62516967714158e-67
"112820987-112825987",36,5.16992500144231,0.297852470984005,17.3573346038145,1.73597695446217e-67,1.09583545250425e-66
"112825987-112820987",36,5.16992500144231,0.297852470984005,17.3573346038145,1.73597695446217e-67,1.09583545250425e-66
"112805987-112805987",82,6.35755200461808,0.368596910380178,17.2479796373246,1.15881200952085e-66,7.28000080622428e-66
"113110987-113115987",35.5,5.14974711950468,0.29925285670489,17.208681568521,2.28576639338391e-66,1.42237501161757e-65
"113115987-113110987",35.5,5.14974711950468,0.29925285670489,17.208681568521,2.28576639338391e-66,1.42237501161757e-65
"113175987-113180987",36,5.16992500144231,0.302724451353552,17.0779894994486,2.1644943496384e-65,1.33426341834517e-64
"113180987-113175987",36,5.16992500144231,0.302724451353552,17.0779894994486,2.1644943496384e-65,1.33426341834517e-64
"112915987-112920987",35,5.12928301694497,0.301228719197715,17.0278684934364,5.10293571604497e-65,3.1163509744963e-64
"112920987-112915987",35,5.12928301694497,0.301228719197715,17.0278684934364,5.10293571604497e-65,3.1163509744963e-64
"112935987-112940987",34.5,5.10852445677817,0.30429984406415,16.787798470581,2.99759746255822e-63,1.7971897115703e-62
"112940987-112935987",34.5,5.10852445677817,0.30429984406415,16.787798470581,2.99759746255822e-63,1.7971897115703e-62
"113170987-113175987",34.5,5.10852445677817,0.30429984406415,16.787798470581,2.99759746255822e-63,1.7971897115703e-62
"113175987-113170987",34.5,5.10852445677817,0.30429984406415,16.787798470581,2.99759746255822e-63,1.7971897115703e-62
"112855987-112860987",34.5,5.10852445677817,0.305269746778967,16.7344602951338,7.35204993300377e-63,4.36798260725518e-62
"112860987-112855987",34.5,5.10852445677817,0.305269746778967,16.7344602951338,7.35204993300377e-63,4.36798260725518e-62
"112780987-112785987",35.5,5.14974711950468,0.307997720089014,16.720081947413,9.35904481375342e-63,5.51050486119204e-62
"112785987-112780987",35.5,5.14974711950468,0.307997720089014,16.720081947413,9.35904481375342e-63,5.51050486119204e-62
"113125987-113130987",34,5.08746284125034,0.305406243675264,16.6580184479129,2.64648298778987e-62,1.54436985020804e-61
"113130987-113125987",34,5.08746284125034,0.305406243675264,16.6580184479129,2.64648298778987e-62,1.54436985020804e-61
"112865987-112870987",34,5.08746284125034,0.305570872162676,16.6490438216308,3.07475703972794e-62,1.77848281637127e-61
"112870987-112865987",34,5.08746284125034,0.305570872162676,16.6490438216308,3.07475703972794e-62,1.77848281637127e-61
"112985987-112990987",34,5.08746284125034,0.306065175549635,16.6221551736953,4.8169431294082e-62,2.76185429210173e-61
"112990987-112985987",34,5.08746284125034,0.306065175549635,16.6221551736953,4.8169431294082e-62,2.76185429210173e-61
"113045987-113050987",33,5.04439411935845,0.310485173824561,16.2468115859496,2.35286999934654e-59,1.33736723339481e-58
"113050987-113045987",33,5.04439411935845,0.310485173824561,16.2468115859496,2.35286999934654e-59,1.33736723339481e-58
"112970987-112975987",33,5.04439411935845,0.316075518808241,15.9594584812462,2.44846541664299e-57,1.37975755023702e-56
"112975987-112970987",33,5.04439411935845,0.316075518808241,15.9594584812462,2.44846541664299e-57,1.37975755023702e-56
"113010987-113015987",32,5,0.314597424269382,15.8933278351276,7.04842577826049e-57,3.93812044547065e-56
"113015987-113010987",32,5,0.314597424269382,15.8933278351276,7.04842577826049e-57,3.93812044547065e-56
"112975987-112980987",32,5,0.315138788624395,15.8660253211779,1.08924005923429e-56,6.03448184715031e-56
"112980987-112975987",32,5,0.315138788624395,15.8660253211779,1.08924005923429e-56,6.03448184715031e-56
"112880987-112885987",32,5,0.317312016665913,15.7573610118407,6.11329248212865e-56,3.35847407072591e-55
"112885987-112880987",32,5,0.317312016665913,15.7573610118407,6.11329248212865e-56,3.35847407072591e-55
"112765987-112770987",31.5,4.97727992349992,0.317976119888368,15.6529991159314,3.16925021293817e-55,1.72664959733934e-54
"112770987-112765987",31.5,4.97727992349992,0.317976119888368,15.6529991159314,3.16925021293817e-55,1.72664959733934e-54
"112835987-112840987",32,5,0.320992653024273,15.5766805030952,1.04860545217849e-54,5.66592164078335e-54
